,Allow me to edit mt reportee's goals,Check my goals,Display goals and their weightages,Goals or Kra,How do I find my goals,How to find my KRA,I want to check my goal weightages,I want to see Naveen's Goal Sheet,I want to see my Goal Sheet,I want to view my goals,KPI,KRA,KRA data,KRA records,KRA show,KRA view,My goals for this year,Observe my goal,Open Vivek's appraisal page,Open my appraisal page,Open my performance Page,Performance goals,Show Shilpi's Goals,Show me the goals assigned to my reportees,Show my Goals,Show my competencies,Show my goals,Show my reportee's competencies,Show my reportee's goals,Take me to my goals,Update Sambit's achievement,Update achievement,View Vivek's goals,View my Targets,View my goals,What is my KRA,Where are my goals,Where can I find goal descriptions,access my goals,can i edit my goals,can you tell me how to edit my goals,check goals,check my goals,check vivek's performance goals,display goal,display my goal,evaluate my goal,evaluate my kra,find my goals,finding KRA,finding goals,give me my goals,give my goals,goal,goal dashboard,goal data,goal display,goal records,goal section,goal set by me,goal set by my manager,goal show,goal view,goal view page,goal view screen,goals set by manager,goals set by me,goals tab,h1 okr,have I achieved my goal,have I met my KRA,have I met my goal,have I reached my KRA,have I reached my goal,have I realized my goal,how can I see the goals,how can i edit my goals,how many goals do i have this year?,how to download kra report,i want see sahith's goals,i want to see goals,kpr,kra dwonload,kra section,let me edit my goals,list down my goals,look into my goals,look into my kra,mandatory field in kra sheets,my KPI,my goal data,my goal list,my goal records,my target,observe my kra,page having my goals,performance cycle,performance goals,please edit my goals,read my KRA,read my KRAs,read my goals,retrieve goals,sahith's goals,show my KRA,show my KRAs,show my goal dashboard,submit Objective & key results,view goals,view rohit goals,view sanjay goals,view sanjay's goals,vivek's goals,watch my KRa,watch my goals,what are ashok goals,what are my goals,what are sahith's goals,what goals to achieve,where are my goals,where can I find my goals,where can i see sahith's goals,where is goal,where is the goals tab,which goals to achieve
Take me to my goals,0.718470106365729,0.4514406883442762,0.7517779334970127,0.6113650007029439,0.5411852108244701,0.8746032010417675,0.7566854283900193,0.7979453449962635,0.6792886561840448,0.5599622141596092,0.8338202951566565,0.8099610624168219,0.9017336756528299,0.8088887940450158,0.8193539687820935,0.7913058538269413,0.47618957513068216,0.424925930387442,0.9027437340508522,0.8692035970577762,0.799372664712511,0.5545684341230872,0.6976761156507965,0.6709118593411021,0.37246642773915783,0.775297970006101,0.37246642773915783,0.9351071549525641,0.665067721247537,0.0,0.8010254211530067,0.7532976807432471,0.6358564615385753,0.7617623164979678,0.4539955652803327,0.8657460062183722,0.4315469413595344,0.5825537352232272,0.5249596610619085,0.6212861088374306,0.5393331307241582,0.6663216555798867,0.4514406883442762,0.7107616076099388,0.7100348149876101,0.6046288468661588,0.5573274162293689,0.870049748191117,0.43103937158850314,0.8492876376406472,0.42827918032318313,0.40317856705480426,0.3194827854990705,0.562092484277149,0.5614068028358766,0.5565887468789217,0.7336795111319336,0.6886401867988786,0.5725156822812341,0.40735345638546616,0.5682319426791083,0.5962461036620242,0.5023022131612174,0.5721199501806107,0.697899402767727,0.5829306254678099,0.41544563211012464,0.5629727660672408,0.8415125575804839,0.5881246839247685,0.8095574883953258,0.5909200387590612,0.7467785222278855,0.5933164242035576,0.6019029263133363,0.6904160683153568,0.5859790532382703,0.6891459076093807,0.9537266423352412,0.6924792904733694,0.5717307363649757,0.7699297131223135,0.8086520863388769,0.8330544404071263,0.48009342335517324,0.38549369238557407,0.35875792890955394,0.8523272738171304,1.0403677707994305,0.7785240343375754,0.525416991807035,0.4229861222334127,0.5046244864483427,0.4842220865116552,0.7825420938676934,0.5390471866916695,0.7986685731682885,0.5545684341230872,0.4527679902401943,0.8302116667371784,0.8442742548281431,0.403964314011504,0.635095177572361,0.687645171798202,0.7740406699800813,0.8446304535635002,0.5759829818569451,0.7865536285486552,0.5323347119437938,0.7239359083243901,0.6570450311925295,0.7135121310544801,0.6392047452821142,0.7563910267752119,0.4780761231218309,0.657595200040054,0.4505855269761573,0.711642128654732,0.4706588343350462,0.4315469413595344,0.5160701070161009,0.7423829479669696,0.5618621523977938,0.6471162630573468,0.4986429678247165
Update Sambit's achievement,0.6498644504039985,0.6502381897911124,0.8062396111709149,0.7940367159660963,0.8222606681284462,0.8283991591681493,0.8093095746401512,0.8512249019067224,0.8163435845961268,0.7206172337045362,0.8638416141969429,0.8881696280834207,0.9230353558658527,0.8570197737390532,0.9180191076344868,0.9447156573792166,0.69723891095724,0.6564515698784144,0.846203134111761,0.8703561182087347,0.8469429416698226,0.7484544261497932,0.7093162669972839,0.7341000996042777,0.682864200651608,0.8740745181614638,0.682864200651608,0.8462598045378533,0.6948312164683123,0.8010254211530067,2.220446049250313e-16,0.2725699442578252,0.8038009830308137,0.8934536438091385,0.6861536098927352,0.8816208041416488,0.7186195662705654,0.8247474353864119,0.6589098610947337,0.6494264102310487,0.6331610382496569,0.7393901124706408,0.6502381897911124,0.7811039448252873,0.7689813729889576,0.7199230812146744,0.690566287715926,0.8470280843179352,0.7763840128184942,0.8603016442044167,0.7890215339955794,0.6938180484658327,0.6990711804916382,0.7498683085073958,0.7134642824779308,0.7749081590501596,0.813713805755121,0.6787016049472089,0.8182885926253591,0.6590769082139587,0.7995467063724797,0.8083398306196737,0.8283484211677428,0.7826665809093751,0.8187471652635666,0.8386977434942144,0.7106237466598535,0.7301349276910858,0.8991713862687367,0.6754837202837358,0.8803810386643424,0.7048571790904995,0.785142084968101,0.6626379380990997,0.7436503082483896,0.8223664615282329,0.6400674821173531,0.7619558343196238,0.850422019593761,0.7193539381789927,0.8332132627437441,0.9355747087206464,0.8484239794807492,0.8727654816279926,0.6133452160154074,0.6761734760183338,0.7424107430199607,0.8806365453595626,0.9561682824456769,0.8322623590535713,0.7278897680179884,0.7199915470517255,0.6760192959031714,0.7910857053286076,0.8693369814631714,0.735510443698751,0.87258002998129,0.7484544261497932,0.6016374432224171,0.8403365929154775,0.9155518207830076,0.7102853635358554,0.7282114699592767,0.723520885949279,0.8713383302207939,0.8928697724520668,0.7396228148786939,0.7338767319221542,0.8341891988315772,0.8470306727803667,0.7499292668483925,0.782416595099426,0.8250100697245819,0.9039770588527841,0.8286322721125473,0.7691147958649964,0.7573041857654965,0.7179785534454091,0.7069335594406748,0.7186195662705654,0.7559119426790615,0.7311258695860092,0.771244424864029,0.721732152232859,0.7186843440846302
Update achievement,0.6477735531831605,0.5699449397553003,0.7435089817873025,0.7598052896383318,0.7520060901147756,0.8113774366033304,0.7768594600497702,0.8596923967946605,0.7780003266148303,0.6299285722712936,0.8616666083099882,0.9314444357630582,0.94822913239022,0.8510653855869259,0.9556155989983743,0.9513041862563415,0.6616587240032419,0.6012399118977076,0.8442244322792382,0.8000018782420042,0.7612403672711197,0.6681176599556764,0.8124534560831266,0.705616815818735,0.6033903033529039,0.801157369156452,0.6033903033529039,0.8439090794911804,0.694586209991682,0.7532976807432471,0.2725699442578252,0.0,0.7880393143741622,0.8511593897590606,0.5923881191813739,0.8605154944628114,0.6465566480349252,0.7508834223871153,0.5639555670134648,0.5600119196056286,0.5225891856456373,0.6762905833709526,0.5699449397553003,0.7479158708347464,0.6626656303806862,0.6099188319443998,0.593065484872302,0.8306684378747655,0.7020289767237023,0.8812908127260318,0.7203366630141809,0.6615630510281021,0.6452493201335928,0.6926376185017992,0.6281580849868678,0.7280027156887936,0.7242802291836501,0.5877427769885757,0.7748509322062664,0.6223355731271327,0.7449232561389052,0.7542069557768167,0.7776175815726327,0.7054418626391594,0.7970367634047597,0.7953893502225603,0.6491503582582991,0.6733098252744882,0.8767841999819109,0.6057136537380343,0.9189510637840896,0.6378319259974059,0.7843323158002167,0.600299110363488,0.6909279166644318,0.7648135930549552,0.5247242720673119,0.6681821244874846,0.8946418346284195,0.8195327472389479,0.7910018419940019,0.9291456226380891,0.8717767223839209,0.9034520510951398,0.5107548678852856,0.6012844791790037,0.7082963535059212,0.8764376640921461,0.9403750737054627,0.7940819192904309,0.6672345676353861,0.6624846611480582,0.5820548815555253,0.7926111260872455,0.9078567161610178,0.6765043473410222,0.8151558426785392,0.6681176599556764,0.5162044050745753,0.8558507916850405,0.9172677369929937,0.6606307348106517,0.6677823091583108,0.8056407204874731,0.8961225222658769,0.8909700598427078,0.6258063701802525,0.6911922212988022,0.7682778209318958,0.8209585942602502,0.7899182108273166,0.8264825474418496,0.7996451638135074,0.9423984374444375,0.8011128588107912,0.7251826156214709,0.6900498858870587,0.8513028408238954,0.6481469968233216,0.6465566480349252,0.6778839369039058,0.809580835611051,0.7412728106594492,0.6694097430881649,0.6718781512955874
View Vivek's goals,0.7128143434209844,0.5112654372098416,0.6540769377661132,0.5379653378446162,0.6353996291170714,0.9053377930216024,0.8016268323122862,0.4982956076477306,0.6053428174508766,0.49890687724142957,0.8355557208786564,0.8775997930577701,0.9238673312110264,0.9306344649719471,0.9070945480363914,0.7513699325014194,0.6107120315279935,0.5149782276107124,0.3736896872862201,0.8457522503050463,0.8163458982085898,0.6208238659213825,0.5381871307885195,0.6226542743378525,0.43709617158621006,0.730875887182526,0.43709617158621006,0.7470084749453718,0.5752763546363027,0.6358564615385753,0.8038009830308137,0.7880393143741622,1.1102230246251565e-16,0.7580940934074105,0.4489621043015778,0.919497314623652,0.5180782788572755,0.5882369743645682,0.6067610505064247,0.6668997999051212,0.6191405013358304,0.4848115888381844,0.5112654372098416,0.1390446470928285,0.5425703070804362,0.5259678505966763,0.5543155685190058,0.8386483359363145,0.5777889459582903,0.8962096234753133,0.5259758557195656,0.5729482156513784,0.46294137029334637,0.5355294611116435,0.5479364679201295,0.5966436206617695,0.48333529094292327,0.5474737506260687,0.6023809182668517,0.5735380065882876,0.6940886254679619,0.5233390499877058,0.47616838565805264,0.5494691589211653,0.5698464125390446,0.6120984126461129,0.5573449469152791,0.5389780286602983,0.8767340111243339,0.6586169119197846,0.8989084824606365,0.6777213151169033,0.838370361347979,0.6844830971353135,0.6674405509535717,0.47725337031508097,0.6613129869149716,0.6238292180412415,0.9413341255347397,0.39092304195058203,0.43390875822988106,0.6758279156659088,0.8731556995375991,0.8921407014936289,0.5816266956409513,0.5444421335702765,0.4767152676068186,0.8659545568364675,1.0066220131988066,0.830498178628882,0.6369314824315524,0.5639876284756272,0.5510323812752216,0.7662439418704554,0.8236021913075541,0.5924331314932458,0.7699818776602569,0.6208238659213825,0.5352401335537836,0.8709969600509763,0.8670371639447082,0.4900475080431308,0.5926832596417735,0.4201693841797993,0.82662766091614,0.8402349381438955,0.6265109746292636,0.7658151156541836,0.5378947030417492,0.4042081121636122,0.49954291189463473,0.506158376014831,0.0798863584833801,0.8685596402612054,0.5223874183586925,0.6556639338086498,0.629123378793553,0.5709478988359704,0.5776948664044073,0.5180782788572755,0.6000099377291646,0.40243884762411086,0.6042472151890379,0.5998769963476558,0.5736313200274731
View my Targets,0.7599955427930568,0.6722678576498795,0.7351585284088545,0.8180731735468154,0.6764310013216976,0.6915198600889039,0.6643335758370053,0.7877761577306275,0.610296561132956,0.39549866011348045,0.928293846116752,0.932716139512894,0.8222804317253025,0.9205128328146279,0.8961921047331025,0.7616579109874559,0.8347553754426835,0.6175317559277074,0.8864464151386995,0.7414362953273224,0.6167947772156879,0.7793565342089976,0.8580378657681966,0.5147278023011911,0.6016168777686124,0.81444458186101,0.6016168777686124,0.8413339367075312,0.6828574251981636,0.7617623164979678,0.8934536438091385,0.8511593897590606,0.7580940934074105,0.0,0.4092832335893607,0.8393165257396134,0.6608028806126645,0.5951087122390464,0.4953855640559133,0.6806521138515982,0.6235441097827998,0.6799485807041307,0.6722678576498795,0.8054866601677805,0.7484626699447037,0.6146548140243473,0.6963172308646013,0.8502795933358163,0.6566300791368194,0.8370113240648807,0.689627777279556,0.7654474309322271,0.7182067042032656,0.8763569205685031,0.6176335305289895,0.6212838463449426,0.80155815229537,0.8456757473128149,0.7841167436947478,0.7556883869645074,0.8093951521440539,0.7813758355141789,0.6779486262473442,0.5839495849429687,0.6696263104305207,0.8113486286153685,0.6859525465564815,0.6855705997285025,0.9791321277803533,0.7953760425398397,0.8715044943785262,0.8262668031732042,0.8847950689587362,0.8220439723079496,0.8107064725120879,0.5201114501309754,0.6279382767052393,0.819127831482606,0.7630565129847532,0.7581365455479732,0.6690891790886948,0.9448775486635755,0.9430122341430293,0.8514188080573009,0.6656840966343771,0.7006420631391499,0.584644887963067,0.71580312547062,1.0420680245299365,0.8145025129502357,0.5677746043037616,0.6390539425711518,0.7299558772703901,0.47137385838492796,0.748031897856027,0.6724975280739123,0.8680591844257947,0.7793565342089976,0.7386384626733666,0.8089672637713445,0.8017725385488765,0.6211609459747875,0.6560729482593837,0.8929131887249396,0.778645861457444,0.7366279149755504,0.49717705198716533,0.8328974830829655,0.6117719923395126,0.7210868235554047,0.7109571005253399,0.7261216443445047,0.894918371966019,0.809905553754593,0.6522628684682048,0.8276175586250647,0.7675531299662507,0.9116927520425312,0.7919806897277515,0.6608028806126645,0.5919343903509033,0.7281648420174738,0.7686015716894624,0.6390032563514386,0.8115194364558089
View my goals,0.5449487067074146,0.25516685026765573,0.46187328027942276,0.5664441863424368,0.3481008724967286,0.6992110268771091,0.49667677739340843,0.6037349447669734,0.37390086123634936,0.08118504861167686,0.8342421204314958,0.9168606508167172,0.858841151030514,0.929661902389084,0.9225602234163837,0.7263324622726421,0.4554631847303401,0.2590609973541348,0.7523266086317731,0.692103513297794,0.5393366289905923,0.4555219443934828,0.6036158544049315,0.3495153053508152,0.17950519997124448,0.6807204695968028,0.17950519997124448,0.7806423185249728,0.4118966499662422,0.4539955652803327,0.6861536098927352,0.5923881191813739,0.4489621043015778,0.4092832335893607,0.0,0.8208579756796541,0.2587747775095147,0.352033123639487,0.14751577862731813,0.3294546141345853,0.2637016055031617,0.41024115004203154,0.25516685026765573,0.510458458227351,0.4648742069404348,0.2696780135062792,0.3267131296519996,0.7683976658339632,0.27607284195094617,0.8522512389659318,0.2949379606770931,0.4128594872814596,0.30398615592277567,0.5611920077369585,0.27623324284821715,0.3612356221993833,0.5174691537039294,0.5359101144796178,0.5140343568354813,0.32324210735383074,0.500670360704232,0.5054387527799533,0.3310827506530266,0.2760892348446071,0.40256810702101764,0.48817068545324294,0.259927466785562,0.382973149396705,0.8843244472636087,0.47151069072603524,0.8471103380236416,0.49697084572151207,0.748738244628798,0.49655087305910794,0.4961781778034363,0.3103520136817245,0.2832343904488063,0.4844834409370249,0.8146752935929784,0.5161305565783274,0.35929813918464837,0.816240191014063,0.9069927518028705,0.8583188288810246,0.2469554607566491,0.32807996622949487,0.24647280258505355,0.7466742562176938,1.012720772873999,0.7046739445591236,0.2716700859475679,0.33500691480546285,0.35185235592641095,0.5526570249786109,0.765925252286711,0.32068579421894283,0.7163515596948261,0.4555219443934828,0.3004617734942693,0.7731222817113813,0.7681093742200144,0.22378888031516064,0.3738223590849087,0.6215669133177815,0.7658689462693677,0.7359625174758728,0.21314373258440855,0.6227939189938454,0.3215822508618167,0.5027745058847966,0.4999468202527506,0.5489174065120117,0.5844829045806386,0.8134588862517647,0.40480335519853394,0.637138209734043,0.42934186242709305,0.6845920326083428,0.4098002462557474,0.2587747775095147,0.22004585827760936,0.4978866710562716,0.49838046853656903,0.3591434321456536,0.4418468875720327
What is my KRA,0.9499755698785217,0.7754582412561523,0.9263256956918074,0.41563540455783,0.8567114276347935,0.19057969846428957,0.7729370855839182,0.8885871848418785,0.8125798336216623,0.8220017708834421,0.5269859438132656,0.19945854217307712,0.24190224826369566,0.3752650806441098,0.37496429338803505,0.37005074521208026,0.8512600790227719,0.8143185435438973,0.8334238034955104,0.758874198551637,0.7872805396763095,0.8167042011356618,0.8986503169212953,0.8326250676428826,0.8326715315687921,0.8017757924918535,0.8326715315687921,0.885587705960531,0.9262119214394549,0.8657460062183722,0.8816208041416488,0.8605154944628114,0.919497314623652,0.8393165257396134,0.8208579756796541,1.1102230246251565e-16,0.8117034862470052,0.8698294878417051,0.8455892071522533,0.9437878370294291,0.8692339619654019,0.8148281537727196,0.7754582412561523,0.8371848770233057,0.9170530768120995,0.8535967307616948,0.7713708989773733,0.1962783758148543,0.8341754384557959,0.15750256141173924,0.8915326439702871,0.8739635719355502,0.8205059058424666,0.8635624808171252,0.8502839930646905,0.8711784503763895,0.9039115202994283,0.9254328869229689,0.8642548132996128,0.8568326431639756,0.8778288830810987,0.9147596712987426,0.9087162574612417,0.9319408519952471,0.9367801651991299,0.9424692727087625,0.8457687916214298,0.8885281385406083,0.7580423896910703,0.8208712331667423,0.3008667477331206,0.8200499972560411,0.2691367190339484,0.8128296235024719,0.8732732252378489,0.8698703466499852,0.9026965836622295,0.790397551316055,0.46643519441250014,0.8978144565452006,0.9084563547635311,0.6446031160143133,0.4604995791473486,0.2600628233938532,0.869140742527962,0.8633854185593397,0.7848052734740385,0.20042702559377346,0.567352027590891,0.4444432596515785,0.7779998711420353,0.8556820154182437,0.8031050442799067,0.7872784494014482,0.23570340563727354,0.9072857351410689,0.8130450652528298,0.8167042011356618,0.8700042819533381,0.216709537947541,0.38525634242011475,0.7799020034046854,0.9352921581871011,0.8977360029672777,0.2635925767292403,0.4205504590719643,0.8511097434078645,0.8086094189574391,0.9103241933480422,0.8766436771870862,0.8580537212642564,0.8823426020419485,0.9262174138818394,0.2941306372567005,0.7983739921548649,0.887262089232721,0.8040948723962501,0.9355229673856682,0.9104961737064471,0.8117034862470052,0.8399305722025597,0.8793553865938034,0.8845259564376233,0.912090136967952,0.9030109958737563
Where are my goals,0.686195052115756,0.28897028098372735,0.6496475105219153,0.5708758556253182,0.180792379166393,0.7117934779771404,0.6183506311731598,0.732021331584769,0.5487784807872037,0.34460644833041953,0.8397928962174802,0.8756582592399492,0.8938980941544246,0.9090918363895382,0.9079639124252032,0.8412144879208426,0.38573695503126093,0.33905956173112906,0.8615872147279591,0.8545120404964132,0.7692369221270764,0.4798243963728184,0.5800990872268784,0.5048728892879051,0.2397807640077878,0.6583349371139584,0.2397807640077878,0.8588010772001456,0.5512701035584422,0.4315469413595344,0.7186195662705654,0.6465566480349252,0.5180782788572755,0.6608028806126645,0.2587747775095147,0.8117034862470052,0.0,0.4506742745880188,0.3219166889031715,0.4712808434659904,0.32529696864259927,0.5125022657022592,0.28897028098372735,0.5609870129950254,0.6207498817730138,0.4745537391021959,0.3509617943296405,0.785963495535068,0.14514230835395547,0.7894623797346997,0.18675823252116452,0.3359238737014987,0.30048016226442475,0.5341655497534796,0.45728320720585125,0.5062577173150449,0.6327832028845758,0.6510068375863334,0.5358864916906747,0.37026122434577124,0.5582604108311686,0.5923026713472563,0.4555053543398414,0.5136185472254958,0.6106487734578402,0.5420682274841078,0.29045035344392833,0.4833389163122668,0.8651902611435216,0.3738436050191576,0.7550777029757124,0.3812956559661358,0.6152787625492897,0.3762624013841317,0.35621027503282177,0.4469896481564075,0.37126354422740626,0.4713701378157088,0.9250584305698358,0.6063007751409419,0.4892942069731455,0.7915233947041278,0.8968047410374252,0.8248863568438942,0.33791900046646284,0.2657246893289179,0.28393884516525236,0.7762147359142977,1.042748891935677,0.7401433819227495,0.40413024435093237,0.3373159121174404,0.44104705756598694,0.5419355578014688,0.8011722337385817,0.4051732742658606,0.7838585152862949,0.4798243963728184,0.3107400609796743,0.7691349276638195,0.7656912073215933,0.27351759478163196,0.5071277169523152,0.6148719833907623,0.7978962609561951,0.804847630049373,0.4459752953988164,0.723941602609847,0.4669629361087746,0.6681021955817191,0.5525609266613964,0.5880302229860102,0.5667256999975268,0.8128025415103747,0.4766396695256212,0.5788499871722897,0.2258568122886172,0.6391319571844079,0.2969216674830769,0.0,0.13815184569688121,0.5729841970119729,0.4150678745212536,0.40516229462695186,0.3232088703410624
Where can I find goal descriptions,0.6077449992460224,0.514150260643419,0.571480560571956,0.6213574736668557,0.4537154611996056,0.7583922396959744,0.6097706600997379,0.6589780697506562,0.5650630077945786,0.3858216525385273,0.9017532033918487,0.8813206856302783,0.8387167311996697,0.9030734456662225,0.9471822571641952,0.8094920666284902,0.5854923979340412,0.5139993020228772,0.8332225825920594,0.8082470327054432,0.722927198318029,0.47010996417771533,0.7152755229092413,0.4452574829245809,0.44039798232327054,0.8524213004953094,0.44039798232327054,0.8802869712224035,0.5428199698151082,0.5825537352232272,0.8247474353864119,0.7508834223871153,0.5882369743645682,0.5951087122390464,0.352033123639487,0.8698294878417051,0.4506742745880188,0.0,0.43989846956064893,0.5260644514040322,0.3985982560293858,0.526422654590503,0.514150260643419,0.6354784590017459,0.5767193409553889,0.5017522723139807,0.5311598106207831,0.8815034578436249,0.450696182165122,0.8504179519789918,0.3893819607142772,0.5702888073221756,0.44673543766415036,0.5858029511607824,0.413064328339933,0.34501514878386097,0.6151690070473964,0.6507326787735859,0.44013367088596067,0.552014449704805,0.6153797162694211,0.5882199467984287,0.43447690814716355,0.35389811502866453,0.5078178028279938,0.496223650066845,0.4750864314972304,0.4459874663624771,0.9188684626252294,0.6710108817808721,0.9595410016474987,0.6909634018688893,0.9192424854494718,0.7060330753468025,0.7010131167804846,0.4347390312290662,0.4167390561415897,0.6781006773244382,0.8085216733643762,0.6514328598629626,0.48727582803128955,0.8321490641494016,0.9425597846481251,0.7951823199413234,0.456767907060439,0.4579594562994903,0.4829936467728878,0.8336439341994446,0.9171901738934924,0.8809268301620297,0.39159781248200487,0.43173056016242983,0.5821039929639509,0.6743163933106411,0.9262127136714052,0.47649908794621,0.7733352605449542,0.47010996417771533,0.4796332366333709,0.8836499679689649,0.8707076972896597,0.489255747244179,0.5341653255108425,0.723983740599129,0.914772400888554,0.8512052985210152,0.4635217209571011,0.6889884571070632,0.4067405422184581,0.6717505865237259,0.6199065289146948,0.6630878627300136,0.6588369035994277,0.9217999744623365,0.6258407095099889,0.6264822065502806,0.5156102698782772,0.7473676769552366,0.4508525812182177,0.4506742745880188,0.34652272051269994,0.577256150031705,0.4663204064925097,0.40978726666548626,0.49548254093660615
access my goals,0.5107881749541577,0.3909935232452453,0.6076549533299994,0.6569367841534148,0.3701115035315765,0.6501548175928951,0.5378349560554432,0.701928199941858,0.4647150046569304,0.2028937254346206,0.9085882508658855,0.9598148575452559,0.874811222139275,0.9266094940498785,0.9848104819788976,0.8706860923167018,0.5905326124597056,0.39567372096469056,0.8488101006848829,0.7445773470850774,0.5964785606365282,0.5304118876692658,0.693332522124378,0.4297776457975392,0.3460981741259834,0.7934131555617319,0.3460981741259834,0.8745736837315945,0.5055539187614511,0.5249596610619085,0.6589098610947337,0.5639555670134648,0.6067610505064247,0.4953855640559133,0.14751577862731813,0.8455892071522533,0.3219166889031715,0.43989846956064893,0.0,0.2887549440543007,0.2894938179722303,0.5460025793814274,0.3909935232452453,0.641020625257434,0.6101642942932017,0.42448177386280805,0.41915931634632675,0.8115272579946777,0.31128866600445937,0.8504624443039,0.3522188809213722,0.5489084679341869,0.4571578871763533,0.6510466450745208,0.38351243530707313,0.4164662212331147,0.7080870447985237,0.6219936282493777,0.5981059093967451,0.42115511635417147,0.5636442448813608,0.6734986597195582,0.5009166597038692,0.40648820461200674,0.5717132405381737,0.53858237998258,0.331412033949801,0.4801644468277734,0.9402079724207563,0.543255951151435,0.8685748396665892,0.5702513115853908,0.7569995775945759,0.5563340348237069,0.5549777763048305,0.4455130886606389,0.2578726685178906,0.594941952022374,0.7846539216245448,0.6346312587887482,0.561460199435859,0.9193477455705973,0.9447377262021207,0.8612039524157382,0.302762690042061,0.4574342486352103,0.4231627344589689,0.8258579820149703,1.0127051464880568,0.7819492500753862,0.3320351769385893,0.45901964521106264,0.4879413470551348,0.6346337097017167,0.8700811758440807,0.3735757208547982,0.7998107047083395,0.5304118876692658,0.401412480657948,0.8241708429423704,0.8382707592389474,0.3561305868544353,0.24495322832864697,0.711812844149716,0.8535682809517184,0.8287953717457168,0.2876520069720977,0.6571454608231491,0.46338732306516295,0.6762593077376753,0.5962282905119767,0.6385901047666376,0.7017909383494592,0.8792330451869079,0.5758908127379467,0.6227703076514371,0.515067309651944,0.7388672419771047,0.4635667924515131,0.3219166889031715,0.214130395659202,0.6108055561884285,0.5301891680231503,0.3721942160564766,0.49571796265930235
can i edit my goals,0.3887667220198193,0.4753486761507266,0.6393575842049015,0.6690092115902158,0.5303609008910412,0.8623653637955769,0.68664001084431,0.7911858912288696,0.6314906234739909,0.3883682208052436,0.9764897227987963,0.9981936311019559,0.9824208306191677,0.997143386230647,1.0176177297077935,0.929311363187684,0.6306819768809325,0.46586031660692917,0.927127910705001,0.8722319217774603,0.7613202673969262,0.5924567518706275,0.774364241118215,0.6042512780219633,0.46384320249003275,0.9081443232944002,0.46384320249003275,0.9784720538662448,0.6292382199949009,0.6212861088374306,0.6494264102310487,0.5600119196056286,0.6668997999051212,0.6806521138515982,0.3294546141345853,0.9437878370294291,0.4712808434659904,0.5260644514040322,0.2887549440543007,0.0,0.14969444651025732,0.5951501803729422,0.4753486761507266,0.7185702009709904,0.6692880373256327,0.5446155345076441,0.5571728124537705,0.9221012684506791,0.45694789804931546,0.9663078536492439,0.45953097217473216,0.5363620289545976,0.4784658183002868,0.6584777811183141,0.5049211579427553,0.5505234485000594,0.75369499443625,0.6505273028225795,0.6026883097173639,0.4346815644819867,0.5544989917225576,0.711122995406134,0.5501819438260274,0.5026252194099818,0.5956878064733226,0.5502210666686118,0.38910930320534154,0.5357080098420576,0.9281653179010771,0.585983006055435,0.9191808554185894,0.6108710254181683,0.7960631560882216,0.5894575726306672,0.5823573547806647,0.5474505490305952,0.10104146332836084,0.6622344804782376,0.958982976604413,0.7381407762412945,0.5955636132451132,0.9217256879541602,1.0001816809508588,0.9214994698134001,0.11500121756599946,0.5257422898999646,0.48845097572661567,0.8823253054402993,0.9583974100999987,0.8832911177958755,0.4830588504459614,0.5458890741979748,0.5759121566836646,0.7485121919814421,0.9217761554503048,0.47119472200609025,0.8517528340532239,0.5924567518706275,0.25709701819443176,0.8448430228197938,0.8674537627172931,0.4399683898006419,0.45636143337375434,0.7910922109706567,0.9748429364094797,0.9334120946050547,0.4469607627353358,0.7633051498172723,0.5138622149537493,0.7228378874211574,0.6769330204512665,0.7379807153932801,0.7268474678629205,0.9203861615693003,0.625422035400174,0.6923007710013025,0.6079233099638586,0.8028574971335507,0.5271275196528611,0.4712808434659904,0.42473479643031675,0.7324786285543796,0.5880986214389172,0.4590668016973789,0.5404943388932344
